"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"jedi-jones","29 June 2008","Wall-E is the movie experience I've been looking for. I haven't seen a new film this richly entertaining, thrilling, touching and satisfying since Spider-Man 2. It is truly the finest Pixar or animated CGI film to date. I can discuss it without spoilers easily because it's one of those films, like 2001: A Space Odyssey, that exists more as a pure experience of the heart and the senses than as a collection of events that we're supposed to keep track of intellectually. Wall-E rises above that kind of unnecessary complication into the same kind of space occupied by dreams and the imagination.This film is beautifully animated, of course, to that magical Pixar point where even piles of what should be disgusting trash somehow look breathtakingly gorgeous and even fairly realistic-looking roaches look cute. But much more importantly, the heart, the emotion in this movie is unlike anything I've experienced at the cinema since Forrest Gump. Certainly my tear ducts have not welled up while watching a movie this much since then. I fell in like with the character of Wall-E when I saw the trailer. Watching the movie, I fell in love with him within about 2 minutes. Shortly after that, I fell in love with the idea of Wall-E falling in love.My previous favorite movie romance is Superman and Lois Lane in the original Superman films. The love story, or the love experience of Wall-E and Eve is perhaps the first I've seen since then that operates at and succeeds on that same level. These couples create an uncomplicated, innocent, simple, yet deep and powerful bond. They capture the experience of love at first sight, writ large. They possess an instant chemistry that tells you they belong together from the first time they see one another and makes you root for their relationship throughout the film. Wall-E and Eve share moments together of real cinematic beauty, true hilarity, frightening sadness, frustrating difficulty and delightful satisfaction. It's a testament to the level of genius at which the Pixar storytellers are operating that we feel every beat of this relationship resonate every step of the way despite the fact that the characters are robots that are not modeled off of humans and speak no more than a handful of words throughout the movie (this animated movie is refreshingly free of obvious ""guest star"" voices or any over-the-top stand-up comedians trying to upstage the movie).Just like in the first Superman films, once you care about the characters as individuals and care about their relationship, it's almost impossible for the rest of the movie not to work. You're hooked at hello. Wall-E adds all the expected complications to keep the would-be lovers from getting together most of the time. There is a truly great ""McGuffin"" that keeps the heroes and villains busy for quite a while (the item in question is something outwardly simple that ends up holding the key to something more important than anything in the world). The pacing during most of these adventures is as breakneck as anything out of the Star Wars films and the action is always staged with crystal clarity. There are several scenes of peril for Wall-E that are reminiscent of that oddly powerful sequence in Short Circuit 2 when Johnny 5 is almost killed. The filmmakers pull absolutely no punches when it comes to running your heart through the ringer over characters you care about. It probably helps that you can do a lot more physical damage to a robot character than you can to a human character while keeping a G rating and still getting the audience dramatically worried about their survival.Even on top of the action, the emotion, the visuals and the humor, Wall-E goes the extra mile into thought-provoking thematic territory. The film never hits you over the head with anything preachy and doesn't really even outright tell you what its opinions on the subjects it raises are. It also doesn't explicitly lay out explanations for everything that exists in Wall-E's world (there are no ""talking killer"" scenes and very little verbal exposition). I think the bits of ambiguity work here because they add to the sense of mystery, helplessness and alienation that most of the characters in the movie feel to some degree.There are human characters in this movie too, quite a few. I think that's necessary because if humans aren't shown in a robot world, you have to wonder what purpose were the robots designed to serve? That was a curiosity of the earlier CGI movie, Robots. Most of the humans in Wall-E aren't as developed as the robots, but I think that's because they exist more to represent the whole of humanity rather than particular individuals. We're asked to ponder the consequences of the choices they make as though the whole society was moving in that direction, not just one person. Wall-E and Eve are the heart of this movie but the humans are used to add some intellectual gravity for the audience to chew on.Other choices made in the movie might also leave room for debate, such as the integration of some live-action footage into the film. But because the movie as a whole is so audaciously stimulating and brilliantly satisfying, it's a plus that they left us with a few unresolved or unusual things to think about and question after getting off of the great emotional and visual roller-coaster experience. Wall-E truly serves up everything that I think an audience could want in a movie experience. It will be very easy for me to watch this one over and over again. It is a modern-day classic that I believe should earn a place in cinema history as the ""2001"" of CGI animated films, both of them movies of indisputable brilliance, unyielding imagination and unending entertainment.Footnote: The pre-movie short is an awesome, violent Looney Tunes/Roger Rabbit-esquire toon. It wants only to entertain and does.","
            10/10
            "
"jaredmobarak","25 June 2008","Robots falling in love. There is a lot to like about the new Pixar film Wall-E. The animation goes without sayingbetter than anything out there. The glares, the environments, everything is rendered spectacularly, right down to the flame of a Zippo lighter. As for the story, leave it to these wizards for creating a tale that hits on a gut level, letting our simplest emotions come to the surface in order speak to our hearts and souls. With fewer words than Arnold Swartzenegger had to speak in Terminator 2, this movie relies on its visuals and on the movements and actions of the characters. It is appropriate that we are shown clips from older musicals to show humanity before Earth was abandoned. If we harken back to them for the joys of people, why not go to silent era style in order to portray communication between beings that cannot speak? Wall-E, his crush EVE, and all the other robots involved can say little than their name, however, we understand exactly what they mean throughout. The entire film speaks on a level that most people might have forgotten. In an age of Hollywood spoon-feeding the masses by having actors preach the obvious, Pixar has shown their originality again by getting an audience to partake in a film that makes them pay attention and work a little; something that the message of the piece is trying to have come across for humanity in general.I credit the filmmakers for showcasing a world that has been left unlivable due to pollution and excess, yet never stooping to the level of liberal propaganda to soapbox an environmental agenda. No, the idea of ""going green"" or ""stop global warming"" never comes out blatantly, but instead we are shown the message of how technology is making us gluttons and sloths, reliant for everything and unable to even see what is going on right in front of our faces. Humanity, drifting on a space station for 700 years being waited on hand and foot, has become a giant mass of inactive waste. Watching their awakening at the hands of a little waste removal machine, seeing love, life, and beauty as if for the first time ever is a wonderful thing. Sure the homage to 2001: A Space Odyssey is fantastic, but these moments work on another level altogetherthat of truth. Consumer culture and materialism has destroyed our society to the point that social status depends on the car you drive and the trinkets you can collect rather than the job you do and the work you put in. To see the Captain of the vessel, housing what has become of the human race, slowly open his eyes to what could be is mind-blowingly simple, yet also so necessary for children these days to see what burying their heads in the computer and cell phone is doing to the societal structure of the world. We need to stop being lemmings, droning along without purpose. There is a reason for life, things to strive for and love is one of them, something very prevalent here.The robots themselves become more human than the humans, showing the emotion and compassion that people have left by the wayside. Curiosity takes center stage as Wall-E finds treasures amongst the trash he has been programmed to clean up for a return of life to Earth. Stacking his compacted boxes of refuse into skyscrapers taller than those left behind, he finds shelter in an abandoned tractor where he keeps spare parts and objects to play with during his solitude. Never expecting a visitor, or the impact that finding a small sapling of greenery could cause, a sophisticated robot named EVE arrives and changes his world forever. Not only does she become the woman of his dreams, but she also causes him to leave Earth and discover the spaceship, which has been trying to find his home for way too long.Maybe it is funny to say, but the chemistry between these two machines is quite palpable and real, as they discover feelings that they shouldn't have due to programming and such, but they have evolved into sentient creatures. They fight for freedom against the spaceship's auto-pilot and take a stand to end the tyranny that has been subtly and effectively beating the humans into submission. Of course they may not be doing it for the humans per se, there is a matter of needing to go back for spare parts, but you'll understand once you see. Sure the Captain does his part to see the hero that Wall-E becomes to his stagnant race and being voiced by the hilarious Jeff Garlin definitely helps. When he starts viewing the history of Earth and just exudes wonderment and joy, you really enjoy the ride as he attempts to reverse his sloth and actually stand on his two legs for possibly the first time ever.Where I do have a problem with the film is the pacing. Yes, I know there is very little dialogueand I whole-heartedly praise the film for itbut the beginning does have a tendency to drag. Maybe some of that has to do with it being an extended version of the trailer, but it just gets a little tedious as we wait for EVE to arrive and end the cute monotony of Wall-E playing with his finds in ways they aren't supposed to be used for, we've seen it before in The Little Mermaid. Even once they are on the ship, the cat and mouse game gets a little prolonged to pad the runtime a bit. The story here isn't very complex and I just wish there had been more to it, or at least a bit faster paced of a plot progression. Otherwise, though, this is another solid film from Pixar, showing that they definitely have the creativity and storytelling ability to infuse heart back into cinema and try new things rather than regurgitate for a big paycheck.","
            10/10
            "
"CA_movie_fan","7 June 2008","We went to the San Francisco Film Institute's first public screening at their campus in Emeryville. Everyone's sworn to secrecy, but for a film with little dialog, it carries more of an emotional punch and has a richer story than any live-action movie this year. The tone and style of the film is completely different for Pixar, and Disney haven't tried to override the darker thematic elements at all, making the story surprisingly three-dimensional.This will end up being the animated film of the year and I had the same 'wow' feeling as after seeing Ratatouille. Considering that animated films have always played second-fiddle to live-action, and have been aimed at kids, it's ironic that once again Pixar produces a film that rivals any live action on every level. Bravo!","
            10/10
            "
"Valeen_the_II","27 June 2008","This truly is one beautiful, touching animated sci-fi film....I cannot stress this enough. It's a unique cinema experience that you must enjoy firsthand.The tale is set in the 22th century , Earth has become a lifeless wasteland full of garbage, that the human race evacuated nearly a millennium ago....Lifeless, that is with the two exceptions being the ""artifical"" life form ""WALL-E"" & his pet cockroach.WALL-E is a squat humble trash-compacting robot who while continuing to fulfill the duties he was programmed for ( even though it's pointless considering there are no more humans on the planet ) collects certain leftover nicknacks, novelty items and even old films that he can still play. He mentally stimulates himself and enjoys fragments of the culture that is now gone ( that of the human race ). Though, WALL-E has imprinted on his little cockroach & vice versa, the little robot longs for more companionship.He receives it in the form of a beautiful, sleek, defensive ""fembot fatale"" ""EVE ""....In their own little forms of robotic communication ( repeating each other's names in various connotations depending on moods ; ""WAAAALLL-E,"" ""EEEEEEEE-VAH!"" ) and WALL-E's Chaplin-esquire clumsiness that amuses EVE, the pair imprint on each other and enjoy each other's company.Sadly, EVE has located a small plant and must return it to her mother ship and leave WALL-E forever...But WALLL-E hops aboard the ship in pursuit of his darling ""EEEEEE-VAH"".And yes this film has very little dialog, but guess what, IT DON'T NEED NO STINKIN' DIALIOUGUE!....The brilliance and beauty of the film is in the interactions and responses of the little robots : a great representation of what ""artificial intelligence"" really is and what it may actually be one day! And how ironic it is that in this film the organic HUMAN RACE has become soulless, mirthless, artless, jaded, self-centered cogs in a machine of blind consumerism, yet the mechanical artificial beings still respond to their surroundings like a toddler or pet : with curiosity, wonder, and delight in communication & learning.And yes there is plenty of comic relief ( albeit sans dialouge ) so no this movie is NOT BORING....It's beautiful, it even made me a little bit misty-eyed.So yeah if you're an a fan of animated films, sci-fi films, and romance you should definitely check out this movie.Obviously, it is going to win a very well-deserved Oscar for ""Best Animated Film"".","
            10/10
            "
"michael11391","26 June 2008","Not only it's Pixar's best film of all-time but it's the best movie of this year and one of the greatest imaginative, visually, moving & excellent animated films in years and surprisingly, one of the best sci-fi movies since E.T.!! Coming with high expectations, it definitely succeeded mines. It's so beautiful, moving, hilarious & sad at the same time. And for those who has been anticipating Thomas Newman's score for WALL-E, it's certainly one of his best right behind Finding Nemo in which I thought was his best score to date! Like I said it's Pixar best film so far, WALL-E knocked off Ratatouille of the top spot in which I thought it was their best film to date and officially, WALL-E is the best Pixar film i've ever seen with Ratatouille right behind and Finding Nemo, third. Pixar fan or non-Pixar fan, you'll definitely enjoy this one. WALL-E will forever be remembered as one of the most lovable characters ever created on film!!!","
            8/10
            "
"DICK STEEL","29 August 2008","In some strange twist of Fate, the local release of recent Pixar movies always had us here twiddling our thumbs wondering when it'll finally make its way to the screens, while we hear the accolades ring from the rest of the world in marvelling at the quality that Pixar continually churns out. It's likely that the distributors want to coincide the release with the local school holidays, but frankly, the money also comes from the adult crowd, as testament to this full house in one of the largest screens downtown during a late night screening with nary a noisy kid in tow.And I may sound like a broken record, but Pixar has done it again. Quality stories with quality animation, and it kept the run time to a manageable under 100 minutes, compared to the previous offering Ratatouille, which clocked near 120 minutes (or actually felt that long). I never expected WALL·E to pack in such a strong emotional punch, not that Pixar has never animated non-living objects before (such as Cars), but there's a certain child like innocence appeal that WALL·E possesses, that makes him very charming, and very endearing to the audience.As a Waste Allocation Load Lifter-Earth-Class, Isaac Asimov's Robot directives has him firmly and dutifully carrying out his duties of compacting Earth's rubbish, as the last of its class on Earth to clean up the mess. Humans have now polluted the world so much that they took to Space in Star Trek inspired ship designs, to live out there while WALL·Es take over to do some massive spring cleaning. Until of course, our WALL·E becomes like The Last Man, erm, Robot on Earth with a cockroach companion, acting and emoting superbly that puts Will Smith to shame.The fantastic thing about WALL·E is that it can tell so much by so little. The first few minutes establish everything we need to know about the current world, and paints a very humanistic, soulful value to the dusty, dirty and rickety robot. He (see what I mean?) has a lot of eccentricities, and in performing his duties, develops quirks and becomes a collector (of junk) of sorts, which allows the creators to pump in plenty of sight gags and inside jokes ranging from sound effects (I swear my Apple is now a WALL·E pre-cursor) to paying homage to movies such as 2001: A Space Odessey.In essence, WALL·E is a love story in human terms, where the boy tries hard to get the girl, only to have her spurn his advances. EVE (which stands for Extraterrestial Vegetation Evaluator) is WALL·E's object of affection, who got sent to Earth as a probe for life. And my, she's a difficult one to handle, being state of the art, as well as packing a mean self-defense mechanism that makes breaking the ice really difficult. Not to mention as well, a fiery temper to boot. Which means our guy has to really try, and try hard, to break that wall down. Poor thing really, because all he wanted to do, was to hold her hand. The Beatles would have been proud.But of course you'll have to throw in tougher adversary and events to make it all the more worthwhile in WALL·E's pursuit of EVE, which spans lightyears and a plant that becomes the catalyst for their romance. A lot of the movie takes place on board The Axiom, the human ship where a vision of the future is presented, which metaphorically holds a mirror up to ourselves in our over reliance in technology that we're beginning to grow sideways, and not noticing the things that nature has in store for us, human to human communication, and the things that matter. It also has an soft environmental message and stance thrown in, but done so subtly that you wouldn't feel that it's being preachy and a turn off.I hate to admit it too that the movie turned me into a big softie, especially its clichéd finale, where you know what will happen, but yet want to second guess if the filmmakers could be so heartless with an ending that I thought would really make me shed a tear. However, it's Disney after all, and when you think of merchandise opportunities, then business sense prevails.WALL·E deserves every acclaim that it's got, and let me contribute mine too. If you have time to only watch one animated movie this year, or want to bring your kids to one, then make no mistake, WALL·E is the perfect choice, without a doubt, hands down. It makes it to my books as contender for the top 10 movies of the year. Highly recommended stuff, and the leads don't even speak much save to call out to each other!Oh, do put your bum on the seat early too, as with all Pixar features, there's always a short that preluded it, and Presto is nothing short of hilarious, and a crowd pleaser to rouse the audience into a frenzy before the main act takes over. I guess it's high time I purchase the collection of Pixar shorts available on DVD as well.","
            9/10
            "
"MihaiSorinToma","5 October 2018","After Earth gets overwhelmed by garbage, all humans flee into space aboard the Axiom, waiting for robots to clean up the mess. Among them, Wall-E has developed a small personality, gathering objects of its interest, while doing the job it was programmed for. Meanwhile, a probe from the Axiom arrives, by the name of Eve, and starts looking for evidence of life. Together, they're about to change the fate of humanity, without even knowing the consequences of their actions.It's a movie which tries to send a message about pollution and ultimately, its effects in the upcoming future, and it does it with style. By telling the story of the two cute robots, which is without any doubt very emotional and catchy, it draws the viewer into its world, making him care about the main characters and willing or unwillingly, about the fate of future humans who inevitably decayed into human-like vegetables. It's beautifully animated, written and presented, making it an animation with class which will stay on top for many years to come.","
            10/10
            "
"likeminded","23 June 2008","Just got back from a special sneak peek/advance screening of this movie, and I must say, Pixar continues to amaze. They just can't seem to make a bad move. Heck, they can't even make a mediocre movie. Now, I will admit, there have been a couple that I would classify as my ""least favorite"" of theirs, but even they were actually very, very good. This one, though...it just may take the cake. Ranks up there with the absolute best they have produced. Hysterical, emotional, meaningful -- this movie succeeds on every front! I am not going to get into spoilers or specific plot aspects, but I will say that I am almost definitely going to see this one again in the theater..and it will be worth every dime. Come Friday, be in line to see Wall-E. You don't want to miss it!","
            10/10
            "
"Hitchcoc","14 August 2009","I was skeptical when I heard that this was a movie about machines falling in love. This kind of thing has been done before and has left me cold. This movie, however, takes a character who has endured in his lot, a romantic robot at that, and gives him a chance to realize his dreams. He has learned about love from watching a dull old Disney-like musical. One of those forgettable things that children hated, but were frequently brought to by their parents. He has established himself a sentient being with a loving soul. One day a slick rocket ship drops a probe into his garbage infested landscape. It is a porcelain-like, egg shaped beauty with deadly capabilities needed for self-preservation. This critter is egg shaped, unlike Wall-e's dumpy presence. He falls in love with her (she is definitely quite feminine. Like all desperate males, he does what he can to impress her, almost at the expense of his existence. The other interesting aspect of this film is the human element. Humanity has devolved into fat, slovenly lumps, with no thoughts or ambitions. When Wall-e shows up in their spaceship, he throws a wrench into the works. This little commentary is inadequate. Mainly, I found the whole thing quite charming and the evolving love affair believable.","
            8/10
            "
"kosmasp","30 January 2009","Apart from Cars (which as I heard will get a sequel, surprisingly for me at least), every movie Pixar made until this point in time, was at least excellent, imho. And even Cars, was still pretty good, just never hit as high, as the other ones did. WALL-E is proof yet again, that there is only one true animation champ! Yes there are other good, funny animated movies, from other studios, but only Pixar has a strong enough story to mix with all the little jokes. Only they can appeal to a young audience and a mature one. Wall-E seems like a strange idea. Something that might not get you emotional involved (the main characters are derived of many facial expressions, due to the fact, that they are robots and are lacking some facial similarity to a human being. Yes there are the eyes, but many other things are absent. Not that you would want to have it any other way. The movie is pretty silent (especially in the first part of the movie), but you still get attached to this robot being.There are many in-jokes for the mature audience, a message delivered with the right notes and many other funny things, that makes WALL-E one of the best movies. Not only in 2008, but overall.","
            9/10
            "
